GOBPID,Term
GO:0019233,sensory perception of pain
GO:0046470,phosphatidylcholine metabolic process
GO:0007259,JAK-STAT cascade
GO:0006508,proteolysis
GO:0030099,myeloid cell differentiation
GO:1900542,regulation of purine nucleotide metabolic process
GO:1903650,negative regulation of cytoplasmic transport
GO:0070167,regulation of biomineral tissue development
GO:0002444,myeloid leukocyte mediated immunity
GO:0002218,activation of innate immune response
GO:0030522,intracellular receptor signaling pathway
GO:0006835,dicarboxylic acid transport
GO:0008610,lipid biosynthetic process
GO:0070997,neuron death
GO:0031331,positive regulation of cellular catabolic process
GO:1901888,regulation of cell junction assembly
GO:0055007,cardiac muscle cell differentiation
GO:0019637,organophosphate metabolic process
GO:0031113,regulation of microtubule polymerization
GO:0001881,receptor recycling
GO:0055023,positive regulation of cardiac muscle tissue growth
GO:0002448,mast cell mediated immunity
GO:0032615,interleukin-12 production
GO:0007019,microtubule depolymerization
GO:1904358,positive regulation of telomere maintenance via telomere lengthening
GO:0045058,T cell selection
GO:0045920,negative regulation of exocytosis
GO:0061620,glycolytic process through glucose-6-phosphate
GO:0061615,glycolytic process through fructose-6-phosphate
GO:0032212,positive regulation of telomere maintenance via telomerase
GO:0043489,RNA stabilization
GO:0051926,negative regulation of calcium ion transport
GO:0036257,multivesicular body organization
GO:0070206,protein trimerization
GO:0097190,apoptotic signaling pathway
GO:0097502,mannosylation
GO:0042108,positive regulation of cytokine biosynthetic process
GO:0042558,pteridine-containing compound metabolic process
GO:0006509,membrane protein ectodomain proteolysis
GO:1903202,negative regulation of oxidative stress-induced cell death
GO:0060193,positive regulation of lipase activity
GO:1900408,negative regulation of cellular response to oxidative stress
GO:0010517,regulation of phospholipase activity
GO:1902883,negative regulation of response to oxidative stress
GO:0002758,innate immune response-activating signal transduction
GO:0070265,necrotic cell death
GO:0002683,negative regulation of immune system process
GO:1903205,regulation of hydrogen peroxide-induced cell death
GO:0044247,cellular polysaccharide catabolic process
GO:0000272,polysaccharide catabolic process
GO:0034661,ncRNA catabolic process
GO:0009310,amine catabolic process
GO:0042921,glucocorticoid receptor signaling pathway
GO:0009251,glucan catabolic process
GO:0005980,glycogen catabolic process
GO:0035821,modification of morphology or physiology of other organism
GO:0045582,positive regulation of T cell differentiation
GO:2001242,regulation of intrinsic apoptotic signaling pathway
GO:0051048,negative regulation of secretion
GO:0046209,nitric oxide metabolic process
GO:0006081,cellular aldehyde metabolic process
GO:0043525,positive regulation of neuron apoptotic process
GO:0009141,nucleoside triphosphate metabolic process
GO:0009168,purine ribonucleoside monophosphate biosynthetic process
GO:0009127,purine nucleoside monophosphate biosynthetic process
GO:0001818,negative regulation of cytokine production
GO:0019216,regulation of lipid metabolic process
GO:0022411,cellular component disassembly
GO:0006796,phosphate-containing compound metabolic process
GO:0032870,cellular response to hormone stimulus
GO:0072594,establishment of protein localization to organelle
GO:0046474,glycerophospholipid biosynthetic process
GO:0043270,positive regulation of ion transport
GO:1903214,regulation of protein targeting to mitochondrion
GO:0051668,localization within membrane
GO:1901800,positive regulation of proteasomal protein catabolic process
GO:0000041,transition metal ion transport
GO:0009062,fatty acid catabolic process
GO:0006476,protein deacetylation
GO:0060491,regulation of cell projection assembly
GO:0035601,protein deacylation
GO:0043414,macromolecule methylation
GO:0038093,Fc receptor signaling pathway
GO:0048813,dendrite morphogenesis
GO:0050727,regulation of inflammatory response
GO:0010821,regulation of mitochondrion organization
GO:0015758,glucose transport
GO:0018105,peptidyl-serine phosphorylation
GO:0051220,cytoplasmic sequestering of protein
GO:0034103,regulation of tissue remodeling
GO:0060043,regulation of cardiac muscle cell proliferation
GO:0007260,tyrosine phosphorylation of STAT protein
GO:0071277,cellular response to calcium ion
GO:0050732,negative regulation of peptidyl-tyrosine phosphorylation
GO:0009201,ribonucleoside triphosphate biosynthetic process
GO:0061077,chaperone-mediated protein folding
GO:0031281,positive regulation of cyclase activity
GO:0032370,positive regulation of lipid transport
GO:0051972,regulation of telomerase activity
GO:0050878,regulation of body fluid levels
GO:0002446,neutrophil mediated immunity
GO:0033138,positive regulation of peptidyl-serine phosphorylation
GO:0006140,regulation of nucleotide metabolic process
GO:2001056,positive regulation of cysteine-type endopeptidase activity
GO:0000187,activation of MAPK activity
GO:0060761,negative regulation of response to cytokine stimulus
GO:0071377,cellular response to glucagon stimulus
GO:0042116,macrophage activation
GO:0010501,RNA secondary structure unwinding
GO:0043367,"CD4-positive, alpha-beta T cell differentiation"
GO:1903828,negative regulation of cellular protein localization
GO:0019369,arachidonic acid metabolic process
GO:0070873,regulation of glycogen metabolic process
GO:0090218,positive regulation of lipid kinase activity
GO:0048873,homeostasis of number of cells within a tissue
GO:0045620,negative regulation of lymphocyte differentiation
GO:0072595,maintenance of protein localization in organelle
GO:0046627,negative regulation of insulin receptor signaling pathway
GO:0006040,amino sugar metabolic process
GO:0007186,G-protein coupled receptor signaling pathway
GO:0055006,cardiac cell development
GO:0051591,response to cAMP
GO:0002088,lens development in camera-type eye
GO:0060078,regulation of postsynaptic membrane potential
GO:0060419,heart growth
GO:0010921,regulation of phosphatase activity
GO:0032147,activation of protein kinase activity
GO:0032401,establishment of melanosome localization
GO:0051954,positive regulation of amine transport
GO:0051904,pigment granule transport
GO:1901605,alpha-amino acid metabolic process
GO:0098732,macromolecule deacylation
GO:0010038,response to metal ion
GO:0061337,cardiac conduction
GO:0051896,regulation of protein kinase B signaling
GO:0019433,triglyceride catabolic process
GO:0070528,protein kinase C signaling
GO:0007205,protein kinase C-activating G-protein coupled receptor signaling pathway
GO:1901223,negative regulation of NIK/NF-kappaB signaling
GO:0010575,positive regulation of vascular endothelial growth factor production
GO:0001782,B cell homeostasis
GO:0001783,B cell apoptotic process
GO:0046755,viral budding
GO:0009299,mRNA transcription
GO:0032350,regulation of hormone metabolic process
GO:2000514,"regulation of CD4-positive, alpha-beta T cell activation"
GO:1902590,multi-organism organelle organization
GO:1902592,multi-organism membrane budding
GO:0042552,myelination
GO:0055082,cellular chemical homeostasis
GO:0018210,peptidyl-threonine modification
GO:0045055,regulated secretory pathway
GO:0044712,single-organism catabolic process
GO:0006650,glycerophospholipid metabolic process
GO:0044724,single-organism carbohydrate catabolic process
GO:0016052,carbohydrate catabolic process
GO:0031349,positive regulation of defense response
GO:0045936,negative regulation of phosphate metabolic process
GO:0010563,negative regulation of phosphorus metabolic process
GO:1903426,regulation of reactive oxygen species biosynthetic process
GO:1903779,regulation of cardiac conduction
GO:1902591,single-organism membrane budding
GO:2001057,reactive nitrogen species metabolic process
GO:0050729,positive regulation of inflammatory response
GO:2000106,regulation of leukocyte apoptotic process
GO:1903555,regulation of tumor necrosis factor superfamily cytokine production
GO:0045773,positive regulation of axon extension
GO:0055010,ventricular cardiac muscle tissue morphogenesis
GO:0032652,regulation of interleukin-1 production
GO:0070227,lymphocyte apoptotic process
GO:0015914,phospholipid transport
GO:1900543,negative regulation of purine nucleotide metabolic process
GO:0086004,regulation of cardiac muscle cell contraction
GO:0009145,purine nucleoside triphosphate biosynthetic process
GO:0042439,ethanolamine-containing compound metabolic process
GO:0048660,regulation of smooth muscle cell proliferation
GO:0014047,glutamate secretion
GO:0070228,regulation of lymphocyte apoptotic process
GO:0072593,reactive oxygen species metabolic process
GO:0007204,positive regulation of cytosolic calcium ion concentration
GO:0032715,negative regulation of interleukin-6 production
GO:0002763,positive regulation of myeloid leukocyte differentiation
GO:0050804,modulation of synaptic transmission
GO:0006656,phosphatidylcholine biosynthetic process
GO:0070266,necroptotic process
GO:0006940,regulation of smooth muscle contraction
GO:0044319,"wound healing, spreading of cells"
GO:0090505,epiboly involved in wound healing
GO:0007588,excretion
GO:0072525,pyridine-containing compound biosynthetic process
GO:0042993,positive regulation of transcription factor import into nucleus
GO:0009583,detection of light stimulus
GO:0032885,regulation of polysaccharide biosynthetic process
GO:0071901,negative regulation of protein serine/threonine kinase activity
GO:0006732,coenzyme metabolic process
GO:0006699,bile acid biosynthetic process
GO:0003091,renal water homeostasis
GO:1900077,negative regulation of cellular response to insulin stimulus
GO:0050706,regulation of interleukin-1 beta secretion
GO:0042461,photoreceptor cell development
GO:0018198,peptidyl-cysteine modification
GO:0001893,maternal placenta development
GO:0009303,rRNA transcription
GO:0021801,cerebral cortex radial glia guided migration
GO:2000107,negative regulation of leukocyte apoptotic process
